rid,agree,reason,verdict,organisation,address,city,state,zip,source_name,source_url,note
249,no,"The Atlanta address is confirmed on eversheds-sutherland.com, but the donor is a Larchmont NY attorney, and the firm's own offices listing gives a New York office. Per the rules, the same-metro office wins.",corrected,Eversheds Sutherland (US) LLP - New York office,"1114 Avenue of the Americas, 40th Floor",New York,NY,10036,Eversheds Sutherland - US office locations,https://www.eversheds-sutherland.com/en/united-states/locations/offices/atlanta,"The firm's US offices listing (on its Atlanta office page) gives New York: The Grace Building, 40th Floor, 1114 Avenue of the Americas, New York NY 10036-7703. It fits the Westchester NY attorney. The Atlanta office is 600 Peachtree St NE Suite 5200 (the old 999 Peachtree address is outdated)."
254,yes,"The whole federal government is not one organisation (donors in several agencies and states), so generic_no_office is right.",,,,,,,,,
255,yes,"Re-queried the Colorado registry (data.colorado.gov 4ykn-tg5h): FEINER ENTERPRISES, INC. (Good Standing) principal 7400 E Crestline Circle Suite 250-EAB, Greenwood Village CO 80111. Caveat: this equals the registered agent's (Bulow & Associates) address, so it may be an agent or CPA office rather than a staffed office. The FEI Company Hillsboro address is clearly the wrong namesake.",,,,,,,,,
256,yes,"Re-opened feldentertainment.com/contact-us: Global Headquarters 800 Feld Way, Palmetto FL 34221.",,,,,,,,,
258,yes,"The researcher's /contact-us URL now 404s, but ferringusa.com/contact-us/ (with the trailing slash) gives 'U.S. Headquarters Ferring Pharmaceuticals Inc. 100 Interpace Parkway Parsippany, NJ 07054'.",,,,,,,,,
259,yes,"Re-opened the LinkedIn company page: Locations Primary 323 N Washington Ave Suite 400, Minneapolis MN 55401.",,,,,,,,,
261,yes,"Two donors, two organisations: an NYC editor (Forbes Media) and a Southfield MI managing partner who shares the family name of The Forbes Company, the Southfield mall developer. ambiguous is reasonable.",,,,,,,,,
266,yes,foursquarecorp.com is parked (redirects to /lander) and no page states an office for the MA principal's firm; the NYC address is unsupported. not_found is accepted.,,,,,,,,,
268,yes,"Re-opened the LinkedIn page: Primary 2270 Corporate Circle, Henderson NV 89074 (no suite shown); the published Suite 220 is plausible.",,,,,,,,,
269,no,"The not_found is wrong. The Freedonia Group's own LinkedIn company page lists its primary location as 6116 Executive Blvd, 550, North Bethesda MD 20852, the published address. The CEO who filed runs the parent, MarketResearch.com, from the same place.",correct,The Freedonia Group (MarketResearch.com),"6116 Executive Blvd, Suite 550",North Bethesda,MD,20852,The Freedonia Group - LinkedIn company page,https://www.linkedin.com/company/freedonia-group,"LinkedIn lists HQ North Bethesda MD and primary location 6116 Executive Blvd Suite 550, 20852 (USPS city Rockville). freedoniagroup.com and marketresearch.com return 403 here."
270,yes,"Re-opened the LinkedIn page for Friedman LLP: One Liberty Plaza, 165 Broadway, 21st Floor, New York NY 10006 (plus 2000 Market St Suite 500, Philadelphia). Caveat: Friedman LLP merged into Marcum in 2022 (now CBIZ), so this is the defunct firm's last office. marcumllp.com and cbiz.com are blocked (403), so the current tenant could not be checked. It still beats the older 1633 Broadway address.",,,,,,,,,
271,yes,"Re-queried the ProPublica API (EIN 133156445): Friends Of The Israel Defense Forces, 60 East 42nd Street, New York NY 10165.",,,,,,,,,
272,yes,"Re-opened the Fry-Wagner LinkedIn page: Headquarters Earth City MO, 514 Earth City Plz Ste 242, 63045. The company site is unreachable, so a Kansas City/Lenexa branch (which would fit the donor better) could not be checked.",,,,,,,,,
273,yes,"Re-opened data.sec.gov CIK0000887936 (filing 2026-08-14): FTI Consulting, 555 12th Street NW, Washington DC 20004.",,,,,,,,,
274,yes,"Same SEC record as rid 273: 555 12th Street NW, Washington DC 20004.",,,,,,,,,
275,yes,"Re-opened gainsight.com/company/contact-us: footer gives 350 Bay Street, Suite 100, San Francisco CA 94133.",,,,,,,,,
276,yes,"No site, EDGAR full-text hit or open registry states an office for the Chagrin Falls OH principal's Generation Capital LLC; the NYC address is unsupported. not_found is accepted.",,,,,,,,,
277,yes,"Re-opened genesys.com/company/contact-us: Headquarters 1302 El Camino Real, Suite 300, Menlo Park CA 94025.",,,,,,,,,
278,yes,"Re-opened gleason.com/en/contact/locations: The Gleason Works, 1000 University Ave., Rochester NY 14607.",,,,,,,,,
281,yes,"Re-opened data.sec.gov CIK0001703644 (filing 2026-08-05): 1114 Avenue of the Americas, Suite 3020, New York NY.",,,,,,,,,
282,no,"The Chicago address is valid, but the donor is a Santa Monica CA CPA and Grant Thornton's own site lists a Los Angeles office. Per the rules, the same-metro office wins.",corrected,Grant Thornton Advisors LLC - Los Angeles office,"444 S. Flower Street, Suite 3100",Los Angeles,CA,90071,Grant Thornton - Los Angeles office page,https://www.grantthornton.com/offices/california/los-angeles,"The firm's Los Angeles office fits the Santa Monica CPA; the national HQ is 171 N. Clark St Suite 200, Chicago."
283,yes,"Re-opened greenhouse.com/contact: office address 250 W 34th Street Suite 329, New York NY 10119 (Industrious); the mailing address is a PMB.",,,,,,,,,
285,yes,Could not find a different 'GSA' (e.g. a local CPA firm) for the Encino CPA: the CA DCA lookup and search fallbacks failed here. The federal GSA HQ stays but is unconfirmed as to identity.,,,,,,,,,
286,yes,"Re-opened us.gsk.com/en-us/contact-us: 2929 Walnut Street Ste. 1700, Philadelphia PA 19104. GSK has Boston-area R&D (careers page), which might fit the Waban MA scientist, but no street was stated, so the US HQ is acceptable.",,,,,,,,,
288,no,"The only change was the ZIP, taken from LinkedIn, and LinkedIn is wrong. 1401 H Street NW is in ZIP 20005: ICI Mutual's letterhead in a Feb 2026 SEC exhibit reads '1401 H Street NW Suite 1150 Washington, DC 20005'. The published address is right.",correct,GuidePost Strategies,"1401 H Street NW, 5th Floor",Washington,DC,20005,GuidePost Strategies - LinkedIn company page (street); SEC exhibit letterhead for building ZIP,https://www.linkedin.com/company/guidepost-strategies,LinkedIn gives 1401 H Street NW; the building's ZIP is 20005 per https://www.sec.gov/Archives/edgar/data/319676/000113322826001277/cfbf-efp22605_ex99iv.htm. The company site returns 403.
289,no,"The HQ address is valid, but both donors are in Scottsdale AZ, and gurstel.com/contact-us lists an Arizona office in Scottsdale. The same-state office fits better.",corrected,"Gurstel Law Firm, P.C. - Arizona office",9320 E Raintree Drive,Scottsdale,AZ,85260,Gurstel Law Firm - Contact Us (office locations),https://www.gurstel.com/contact-us,"The firm's Arizona office fits the Scottsdale donors; the HQ is 6681 Country Club Drive, Golden Valley MN 55427."
291,yes,"LinkedIn source not re-opened, but FINRA BrokerCheck (api.brokercheck.finra.org, firm CRD 113930) gives Harris Williams office 1001 Haxall Point, 9th Floor, Richmond VA 23219, which confirms the correction. No NY office street could be confirmed.",,,,,,,,,
292,yes,"Re-opened data.sec.gov CIK0001597857 (filing 2026-09-23): Hartree Partners, LP, 1185 Ave of the Americas, New York NY 10036.",,,,,,,,,
293,no,"The Dallas HQ is valid, but the donor is a New York investment manager, and hbk.com/offices lists 'HBK New York LLC, 452 Fifth Avenue, Suite 2200, New York NY 10018'.",corrected,HBK Capital Management - HBK New York LLC,"452 Fifth Avenue, Suite 2200",New York,NY,10018,HBK - Offices,https://www.hbk.com/offices,"The NY office fits the New York donor; the HQ is HBK Services LLC, 2300 North Field St. Suite 2200, Dallas TX 75201."
296,yes,"Re-opened the LinkedIn page: Primary 30500 Aurora Road Suite 100, Solon OH 44139.",,,,,,,,,
297,no,"This is the wrong namesake. Neither donor fits the NYC insurer (one in CO, one in FL). The Merritt Island FL physician's NPI record (1497717938, updated 2025-06) has mailing address 3300 S Fiske Blvd, Rockledge FL, which is Health First, Inc.'s address in its IRS filings. So this is Health First, the Brevard County FL health system. The CO office manager is unresolved.",corrected,"Health First, Inc. (Brevard County FL health system)",3300 S Fiske Blvd,Rockledge,FL,32955,ProPublica Nonprofit Explorer API - Health First Inc (EIN 593528774),https://projects.propublica.org/nonprofits/api/v2/organizations/593528774.json,"The physician donor is tied to Health First via the NPI mailing address, which matches Health First Inc's IRS address (hf.org is blocked here). The Centennial CO office manager's employer could not be identified; it is not the NYC Healthfirst either."
298,yes,"Re-opened hnklaw.com/contact: Heideman Nudelman & Kalik, PC, 5335 Wisconsin Avenue, NW Suite 440, Washington DC 20015.",,,,,,,,,
