rid,agree,reason,verdict,organisation,address,city,state,zip,source_name,source_url,note
209,yes,"Re-opened the aptiv.com EEO page: 5725 Innovation Drive, Troy MI 48098 (same site as the old 5725 Delphi Dr). Aptiv also runs an Indiana Technical Center in Carmel (Inside Indiana Business), which would fit the Carmel donor, but no reliable page stating its street could be opened, so Troy is acceptable.",,,,,,,,,
210,yes,"Re-opened dentons.com Chicago page: Dentons US LLP, 233 South Wacker Drive Suite 5900, Chicago IL 60606; most donors are in the Chicago area.",,,,,,,,,
211,yes,The installation-level location (WSMR NM 88002) is reasonable for a range engineer; no building address is appropriate.,,,,,,,,,
212,yes,Physicians at different VA facilities in several states; the whole federal department has no single meaningful office.,,,,,,,,,
213,yes,Re-opened michderm.com West Bloomfield page: 6330 Orchard Lake Rd Suite 120; it fits the MI dermatologist.,,,,,,,,,
214,yes,"Re-opened the ProPublica API: Detroit Pistons Foundation (tax period 2025-06) at 6201 2nd Ave, Detroit MI 48202-3405, the Pistons Performance Center site; the Auburn Hills address is obsolete.",,,,,,,,,
215,yes,"Re-opened dwlaw.com/offices: Ft. Lauderdale 350 East Las Olas Boulevard Suite 1750, 33301; it is the firm's Florida office for the Boca lawyer.",,,,,,,,,
218,yes,"Re-opened dlrgroup.com/firm/locations: Los Angeles 700 South Flower St., 22nd Flr., 90017.",,,,,,,,,
222,yes,"Nothing ties the Shaker Heights OH president to the SF ice cream brand; no web search was left and the Ohio registry is not reachable, so ambiguous is accepted.",,,,,,,,,
223,yes,"Re-opened legumdevelopment.com: it gives only an email address, no street office; the Rockledge Dr address is unsupported. not_found accepted.",,,,,,,,,
224,yes,Re-opened dowdbennett.com/contact: St. Louis 7676 Forsyth Blvd. Suite 1900.,,,,,,,,,
226,yes,"drllaw.com is blocked here, but the State Bar of California record for a firm partner (apps.calbar.ca.gov, Active) gives Dapeer Rosenblit et al LLP, 11500 W Olympic Blvd, Ste 550, Los Angeles CA 90064.",,,,,,,,,
228,yes,Re-opened dlpr.com/contact-us: 'Headquartered in New York' with no street; no address found on other dlpr.com pages. not_found accepted.,,,,,,,,,
229,yes,"Re-opened dw-advertising.com: 682 Bloomfield Ave., Bloomfield CT 06002.",,,,,,,,,
230,yes,"Re-opened the archived elcmdm.org (2026-09-12): organisation_info gives Miami-Dade: 2555 Ponce de Leon Blvd. Suite 210, Coral Gables FL 33134.",,,,,,,,,
231,yes,"Re-opened eb5capital.com/contact-us: 6106 MacArthur Blvd, 1st Floor, Bethesda MD 20816.",,,,,,,,,
232,yes,"Re-opened eisnerlaw.com/contact: New York, 40 West 57th Street Suite 2030, New York NY 10019.",,,,,,,,,
233,yes,"Re-opened eldridge.com/contact: it lists only Eldridge Capital Management, 767 Fifth Avenue Floor 17, New York NY 10153 (and a Topeka unit); no Dallas street is published, and 1345 Ave of the Americas is not listed.",,,,,,,,,
234,yes,"No site, registry or directory ties a Delray Beach principal to 'Elm Street Partners' (domains dead, bizapedia is paywalled, no web search was left); the Houston address is unsupported. not_found accepted.",,,,,,,,,
