rid,agree,reason,verdict,organisation,address,city,state,zip,source_name,source_url,note
95,no,"Same organisation and address as the researcher, but the cited arcadis.com locator loads offices by script and does not show the address in the page. The AIA Los Angeles event page (opened) states Arcadis, 333 S Hope Street Suite C-200, Los Angeles CA 90071. Source swapped only.",corrected,Arcadis (formerly Arcadis IBI Group / IBI Group) - Los Angeles office,"333 South Hope Street, Suite C-200",Los Angeles,CA,90071,AIA Los Angeles - Meet the Practice: Arcadis (event at Arcadis LA office),https://www.aialosangeles.org/event/meet-the-practice-arcadis/,"Arcadia IBI Group is Arcadis IBI Group, now Arcadis. The West Hills CA designer fits the Arcadis Los Angeles office, not the Raleigh address."
96,no,"Not ambiguous: areasllc.com (opened) lists the donor as Partner and Director of Capital Markets at AREAS LLC, a California real-estate capital, asset-management and development firm. The Miami address is Areas USA airport concessions, the wrong company. The AREAS site gives only a phone and email and no street office.",not_found,"AREAS LLC (California real-estate investment/asset-management firm, areasllc.com; not Areas USA)",,,,,AREAS LLC team page,https://areasllc.com/stewart-kaye,"Identified as AREAS LLC (areasllc.com). Its site lists no office address, only a 916 phone. The published Miami address is Areas USA, the airport food-and-beverage operator, which is a different company. Remove it."
97,yes,"Opened afslaw.com: New York office 1301 Avenue of the Americas, 42nd Floor, NY 10019 (LA 555 South Flower St 43rd Fl; Chicago 60606). The published 1301 K St NW is wrong.",,,,,,,,,
99,yes,"OpenGovNY record (opened) for DOS 132577: the registered location is 890 River Rd Unit 7 Edgewater NJ, a residential unit, and the latest filing is a Certificate of Dissolution approved 2022-04-04, status Inactive. There is no current office, so not_found and removing the address is right. The dissolution was in 2022, not 2021.",,,,,,,,,
100,yes,"Spot-check. dc.artofliving.org is blocked here, but artofliving.org/us-en/centers (opened, embedded data) lists the Washington DC national center at 2401 15th Street NW, Washington DC 20009. That matches the published address.",,,,,,,,,
102,yes,"The Aventura fund is unrelated. A search shows Ascent Real Estate Partners in Charlotte (2100 Crescent Ave Ste 200), but its site is blocked here and nothing ties the project manager to it. The donor also lists AME Equities and SELF. not_found stands, with this candidate noted.",,,,,,,,,
103,yes,"Opened asiaquestjourneys / japanquestjourneys sites: only phone 202.455.0095 and email, no office address. The published 3046 N St NW is a Georgetown rowhouse block, so home_based with the street withheld is right.",,,,,,,,,
105,yes,"Opened IAPD API for CRD 128132: firm is now SOUND POINT LUNA LLC (other names include Assured Investment Management LLC), office 375 Park Avenue, 34th Floor, New York NY 10152 (ADV 03/31/2026).",,,,,,,,,
106,yes,"Opened asurion.com privacy policy: Asurion, 140 11th Ave. North, Nashville TN 37203. The 1101 Church St address is outdated.",,,,,,,,,
107,yes,"The donors are retired people and housewives who wrote 'At home' as a status. This is not the At Home retail chain, so no address should be published.",,,,,,,,,
108,no,"The ATCO is identifiable. The Shreveport manager/owner files his FEC contributions from 333 Texas St Ste 2300, and the Shreveport Chamber directory (opened) lists Atco Investment Co. at 333 Texas St. #2300, Shreveport LA 71101. That is a downtown office tower, so a public office exists. The Spring TX address is not this firm.",corrected,"Atco Investment Co. (Shreveport asset management: oil & gas, timberland)","333 Texas Street, Suite 2300",Shreveport,LA,71101,Greater Shreveport Chamber member directory - Atco Investment Co.,https://web.shreveportchamber.org/directory/results/directions.aspx?listingid=166,"Atco Investment Co. is the Shreveport investment firm the owner/manager runs, with its office in the 333 Texas Street tower. The published Spring TX suite belongs to an unrelated ATCO."
110,yes,"Spot-check. Opened athensadmin.com/contact: Corporate Headquarters 2552 Stanwell Drive, Concord CA 94520, with no Pennsylvania office.",,,,,,,,,
111,yes,"Opened atlanticent.com. Its structured data gives a Lake Mary office at 1301 S. International Pkwy, 2nd Floor, Suite 2011, and patient reviews on the page name the donor-physician at Atlantic ENT's Lake Mary office. The Toms River NJ address is unrelated.",,,,,,,,,
112,yes,"The donor (Riverwoods IL, finance, who also files as SELF or NOT EMPLOYED) cannot be tied to Audacious Inquiry in Baltimore or to any other 'Audacious'. Ambiguous with no address is right.",,,,,,,,,
113,yes,"Opened autumncommunications.com/the-agency. Leadership is a Principal and a Managing Partner, and the self-described owner/president does not appear. The only address is New York, 26 West 17th St, 4th Floor, and the LA address is 'coming soon'. The donor files c/o an accounting firm, so nothing settles the link and the Beverly Hills address is unsupported. Ambiguous stands.",,,,,,,,,
116,yes,'Award' is a bare word from a retiree's filings (Deerfield IL) and cannot be tied to a specific organisation or to the Philadelphia address. not_found stands.,,,,,,,,,
118,yes,"Opened the axaxl.com locations page (raw HTML): 1600 Market Street, Suite 2050, Philadelphia PA 19103, and 505 Eagleview Blvd, Exton PA 19341. The Philadelphia office fits the Voorhees NJ analytics donor.",,,,,,,,,
119,no,"home_based is right, but the researcher gave no source URL and no ZIP. The iCenter bio (opened) confirms the firm is the donor's own one-person private equity partnership. It has no public office, and the Nacirema Ln address is a residential lane. The row is kept at city level with a source added.",home_based,Axcel Partners LLC (founder-run private equity partnership investing in Israeli tech),,Stevenson,MD,21153,The iCenter team bio (Managing Member and founder of Axcel Partners),https://theicenter.org/our_team/bruce-sholk/,"A single-principal investment partnership with no public office. The published Nacirema Ln street is residential, so it is withheld. The axcel.partners website belongs to an unrelated consultancy."
121,yes,"Opened bain.com/offices/boston: 350 Boylston Street, Boston MA 02116. The two consultants are in different metros (LA and Dallas), so the HQ is acceptable.",,,,,,,,,
123,yes,"Opened the Birdeye listing: Balfour Residential, 4488 N Shallowford Rd, Atlanta GA 30338. A search (Crunchbase) shows the Atlanta real-estate donor is President and owner of Balfour Residential. The Austin address is the class-ring maker.",,,,,,,,,
124,yes,"Opened the BNY Wealth Philadelphia page: 1735 Market Street, 8th Floor, Philadelphia PA 19103. This fits the Philadelphia corporate-fiduciary donor.",,,,,,,,,
125,yes,"Opened btlaw.com/en/locations: Indianapolis HQ at 11 S. Meridian Street, 46204. The four donors are in four different metros (Atlanta, DFW, Northbrook IL, Golden Valley MN), so the HQ is fine.",,,,,,,,,
129,no,"Same office as the researcher found, but the cited bayer.com contact page returns 403 here. The Texas Agriculture Council member page (opened) states Bayer Crop Science LP at 800 North Lindbergh Blvd, St. Louis MO 63167. Source swapped only; the St. Louis site fits the University City MO developer.",corrected,"Bayer Crop Science (Bayer U.S., St. Louis / Creve Coeur campus)",800 North Lindbergh Blvd,St. Louis,MO,63167,Texas Agriculture Council member listing - Bayer Crop Science LP,https://txagcouncil.org/bayer/,The University City MO software developer fits Bayer's St. Louis-area Crop Science headquarters campus better than the Whippany NJ US headquarters.
131,yes,"Opened bbgllp.com contact page: 60 East 42nd Street, 16th Floor, New York NY 10165. The 476 5th Ave address is outdated.",,,,,,,,,
132,yes,"The SEC submissions API (opened, latest filing 2026-03-09) gives Berry Global Group business address 101 Oakley Street, Evansville IN 47710.",,,,,,,,,
135,yes,"Opened onepointbfg.com/locations: Parsippany NJ at 300 Kimball Dr, Suite 310, 07054. There is no Connecticut office (the nearest others are Merrick NY and Burlington MA), so the HQ is right.",,,,,,,,,
136,yes,"Opened blumbergcapital.com/contact: San Francisco 432 Bryant Street 94107, New York 575 Lexington Ave 10022, and Miami at 16690 Collins Avenue #1204, Sunny Isles Beach, a residential-tower unit. With donors in NY and Miami and the Miami 'office' looking residential, the SF HQ is acceptable.",,,,,,,,,
137,yes,"Opened bospar.com/about-us/locations: city names only, with no street office. not_found stands.",,,,,,,,,
140,no,"Right company. The Glen Rock NJ donor is a partner at Bravo Messenger Service per ZoomInfo and LinkedIn listings. The cited live site is unreachable here, and the Wayback capture of bravomessenger.com/contact (opened) states 5-11 Saddle River Rd, Fair Lawn NJ 07410. Source swapped to the capture.",corrected,Bravo Messenger Service (Fair Lawn NJ courier),5-11 Saddle River Rd,Fair Lawn,NJ,07410,Bravo Messenger contact page (Wayback capture 2025),https://web.archive.org/web/2025/https://bravomessenger.com/contact,"The published 30 Hudson Yards is NBCUniversal's Bravo TV, the wrong company. The donor is a partner at Bravo Messenger Service, a North Jersey courier. Directories add Unit 4."
141,yes,"bridge360.us (opened) is a sustainability/advisory site with no address, and nothing ties the retired Roslyn NY advisor, who also files as SELF, to Bridge360 in Austin. Ambiguous stands.",,,,,,,,,
142,yes,"Opened bridgeig.com/contact: Charlotte NC office at 6836 Carnegie Blvd, Suite 300, 28211. This fits the Charlotte donor.",,,,,,,,,
143,yes,"The SEC submissions API (opened, filing 2026-08-31) gives Brigade Capital Management at 399 Park Avenue, 16th Floor, New York NY 10022.",,,,,,,,,
144,yes,"Opened bomagla.org/contact-us: 700 South Flower, Suite 1000, Los Angeles CA 90017. The LA director belongs to BOMA Greater Los Angeles.",,,,,,,,,
145,no,"Right office, but c3insurance.com is unreachable here. The AGC San Diego member directory (opened) states C3 Risk & Insurance Services at 404 Camino del Rio South, STE 410, San Diego CA 92108, and Travelers' agent page (opened) agrees. Source swapped only.",corrected,C3 Risk & Insurance Services (San Diego headquarters),"404 Camino del Rio South, Suite 410",San Diego,CA,92108,AGC San Diego member directory - C3 Risk & Insurance Services,https://web.agcsd.org/atb/SERVICE-PROVIDERS-(AFFILIATE)-/C3-Risk-Insurance-Services-9669,"The published Southlake TX address is wrong. C3 is headquartered in San Diego, where the donor lives."
146,no,"Spot-check failed. canyonmd.com (opened) is a dormant 2018 site showing only an 844 phone and email, with no address. The cited Salary.com page is blocked here, the Suite 709 comes from a search snippet only, and the owner lives in California. The search budget is exhausted, so the address cannot be confirmed as a current office.",not_found,"CanyonMD (CanyonMD Billing, LLC)",,,,,CanyonMD website,https://canyonmd.com/contact,"UNCHECKED: search budget. The company site lists no address. 347 5th Ave (Suite 709 per a 2022 court filing snippet) could not be verified as current, so redo this row."
147,no,"Right firm and suite, but on the cited Wayback capture the 233 Broadway address sits inside an HTML comment and is not displayed. The City & State NY lobbying directory (opened) states Capalino+Company at 233 Broadway, Suite 710, New York NY 10279, and Yelp/Idealist agree. Source swapped. Note that one search snippet claimed Suite 850.",corrected,Capalino (Capalino+Company),"233 Broadway, Suite 710",New York,NY,10279,City & State New York resource directory - Lobbying/Public Affairs,https://www.cityandstateny.com/resource-directory/lobbying-public-affairs/,"Capalino is in the Woolworth Building, not 100 Church St. A search snippet gave Suite 850, but the directory pages show Suite 710."
148,yes,"Opened capitalonecareers.com/new-york: 299 Park Avenue, New York NY 10171. This fits the Long Island investment banker better than McLean.",,,,,,,,,
149,yes,"Opened caryngroedellaw.com: 31340 Solon Road, Suite 27, Cleveland OH 44139. The researcher's Solon city with ZIP 44139 is fine.",,,,,,,,,
150,yes,"Opened casper.com/pages/terms: Casper Sleep Inc., 196 Mercer Street, Ground Floor, New York NY 10012 is the current contact address.",,,,,,,,,
151,yes,"Cassidy Turley merged into DTZ in 2015 and is now Cushman & Wakefield, so there is no current office. The DC address was also the wrong metro for the SF donors. not_found stands.",,,,,,,,,
153,yes,"Opened the LinkedIn company page: its only location is 7610 Beverly Blvd #480529, Los Angeles 90048, a private mailbox and not an office. The San Diego address is unsupported. not_found stands.",,,,,,,,,
154,yes,"The SEC submissions API (opened, filing 2026-09-21) gives CBIZ at 5959 Rockside Woods Blvd N., Suite 600, Independence OH 44131. The donors are split across the NY, PA and CA metros, so the HQ is fine.",,,,,,,,,
155,yes,"Spot-check. The SEC Form MA-A (Jan 2024, opened) and the submissions API give Comer Capital Group's principal office as 1880 Lakeland Drive, Suite C, Jackson MS 39216, matching the published address.",,,,,,,,,
